,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistName,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,longDescription,shortDescription,description,copyright,feedUrl,artworkUrl600,genreIds,genres,amgArtistId
64,track,song,136975.0,1441133100.0,1441133283.0,The Beatles & Billy Preston,The Beatles 1967-1970 (The Blue Album),Get Back,The Beatles 1967-1970 (The Blue Album),Get Back,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back/1441133100?i=1441133283&uo=4,https://music.apple.com/us/album/get-back/1441133100?i=1441133283&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/e1/bb/cd/e1bbcde2-3295-11cd-1f14-7afccd3e2f6a/mzaf_5437710919581799878.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/100x100bb.jpg,19.99,1.29,1969-04-11T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,4.0,192667.0,USA,USD,Pop,True,The Beatles,,,,,,,,,,,,,,
65,track,song,136975.0,1441133100.0,1441133286.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Don't Let Me Down,The Beatles 1967-1970 (The Blue Album),Don't Let Me Down,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/dont-let-me-down/1441133100?i=1441133286&uo=4,https://music.apple.com/us/album/dont-let-me-down/1441133100?i=1441133286&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/ca/e2/e8/cae2e8f1-81c9-4f62-9388-f587b716aaa4/mzaf_4770122987339312919.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/100x100bb.jpg,19.99,1.29,1969-04-11T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,5.0,215733.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
66,track,song,136975.0,1441133180.0,1441133910.0,The Beatles,The Beatles (The White Album),I Will,The Beatles (The White Album),I Will,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-will/1441133180?i=1441133910&uo=4,https://music.apple.com/us/album/i-will/1441133180?i=1441133910&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/0c/a9/fb/0ca9fbcf-9c62-6acd-59d0-ba5d0b975142/mzaf_6586636673393810266.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,16.0,105933.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
67,track,song,136975.0,1474815798.0,1474815908.0,The Beatles,Abbey Road (2019 Mix),Her Majesty,Abbey Road (2019 Mix),Her Majesty (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/her-majesty-2019-mix/1474815798?i=1474815908&uo=4,https://music.apple.com/us/album/her-majesty-2019-mix/1474815798?i=1474815908&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/99/34/08/9934085e-b472-2255-d6ca-69b5f825ad4b/mzaf_8019691947587435971.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/100x100bb.jpg,9.99,1.29,1969-09-26T12:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,17.0,25120.0,USA,USD,Rock,False,,,,,,,,,,,,,,,
68,track,song,136975.0,1441133100.0,1441133272.0,The Beatles,The Beatles 1967-1970 (The Blue Album),I Am the Walrus,The Beatles 1967-1970 (The Blue Album),I Am the Walrus,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-am-the-walrus/1441133100?i=1441133272&uo=4,https://music.apple.com/us/album/i-am-the-walrus/1441133100?i=1441133272&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/ca/23/72/ca2372c8-5c69-6fcb-55aa-a8bc5bca8c78/mzaf_260415512083190753.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/100x100bb.jpg,19.99,1.29,1967-11-24T12:00:00Z,notExplicit,notExplicit,2.0,1.0,14.0,8.0,275680.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
69,track,song,136975.0,1441164670.0,1441164806.0,The Beatles,Revolver,Eleanor Rigby,Revolver,Eleanor Rigby,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eleanor-rigby/1441164670?i=1441164806&uo=4,https://music.apple.com/us/album/eleanor-rigby/1441164670?i=1441164806&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/92/4e/cf/924ecf0a-5926-f301-c536-76bb97dc5f04/mzaf_2198589022865778566.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/d6/39/8f/d6398f41-545c-cddd-d309-d1dca21cc3f4/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/d6/39/8f/d6398f41-545c-cddd-d309-d1dca21cc3f4/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/d6/39/8f/d6398f41-545c-cddd-d309-d1dca21cc3f4/source/100x100bb.jpg,12.99,1.29,1966-08-05T12:00:00Z,notExplicit,notExplicit,1.0,1.0,14.0,2.0,126533.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
70,track,song,136975.0,1441133180.0,1441133681.0,The Beatles,The Beatles (The White Album),Happiness Is a Warm Gun,The Beatles (The White Album),Happiness Is a Warm Gun,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://music.apple.com/us/album/happiness-is-a-warm-gun/1441133180?i=1441133681&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/b5/ff/35/b5ff354c-8497-4a4a-5d17-07fb8b9c12f0/mzaf_256836027761768843.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,8.0,164547.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
71,track,song,136975.0,1441164816.0,1441165136.0,The Beatles,Please Please Me,Twist and Shout,Please Please Me,Twist and Shout,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/twist-and-shout/1441164816?i=1441165136&uo=4,https://music.apple.com/us/album/twist-and-shout/1441164816?i=1441165136&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/6b/20/1b/6b201bf1-a308-bb9a-4953-c6f302c54d62/mzaf_5285533629486002543.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/89/43/86/894386ae-9107-9e92-8891-25f87c102ff3/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/89/43/86/894386ae-9107-9e92-8891-25f87c102ff3/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/89/43/86/894386ae-9107-9e92-8891-25f87c102ff3/source/100x100bb.jpg,12.99,1.29,1963-03-22T12:00:00Z,notExplicit,notExplicit,1.0,1.0,14.0,14.0,153225.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
72,track,song,136975.0,1441164604.0,1441164863.0,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,She's Leaving Home,Sgt. Pepper's Lonely Hearts Club Band,She's Leaving Home,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/shes-leaving-home/1441164604?i=1441164863&uo=4,https://music.apple.com/us/album/shes-leaving-home/1441164604?i=1441164863&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/34/50/90/34509077-1805-5cfb-62d7-4c42ff97a0d4/mzaf_5590326322398221522.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/100x100bb.jpg,12.99,1.29,1967-06-01T12:00:00Z,notExplicit,notExplicit,1.0,1.0,13.0,6.0,215160.0,USA,USD,Rock,True,,,,,,,,,,,,,,,
73,track,song,136975.0,1441133100.0,1441133280.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Back In the U.S.S.R.,The Beatles 1967-1970 (The Blue Album),Back In the U.S.S.R.,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/4f/cf/d4/4fcfd444-ef07-840d-f216-cf3371cfe760/mzaf_6869572106814312419.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,1.0,165760.0,USA,USD,Pop,True,,,,,,,,,,,,,,,
